model,prompt,sentence_sha256,stance,topic,prompt_tokens,completion_tokens,sentence
gpt-5-mini,codebook,73b2072f557aa3fd7991672b5053b4195a262cb19fce19b5e72c3f2de4074bb4,hawkish,inflation,,,Core inflation showed signs of easing in some foreign economies but remained persistently elevated amid tight labor markets.
gpt-5-mini,codebook,73b3f83f30e047500dac5f8a7288f01a7d8b4d5a428d7d29847bde2c95ac2b03,dovish,inflation,366,341,"As expected, CPI inflation eased to 1.7% in November, due to lower gasoline prices."
gpt-5-mini,codebook,73b5ebf2fb5ee31ff41f02e4db7cbe73c1326b238e49640d251f992bf335a1cb,hawkish,growth,368,147,"Still, it does appear that the positive forces at work in the economy are starting to outweigh those that are negative."
gpt-5-mini,codebook,73d59f1a694586ed48823d975f3f92ea6b6d5b30ccb9206fb7f4fabbdf475722,neutral,guidance,363,19,The next scheduled date for announcing the overnight rate target is 27 May 2015.
gpt-5-mini,codebook,73dba367669adbbca49d54dde8921b5b8e4302c52d5aede7e30beb44f4fe77e1,dovish,inflation,375,149,"On a 12-month basis, inflation has declined recently and, like the measure excluding food and energy prices, is running somewhat below 2 percent."
gpt-5-mini,codebook,73e2020d64482fa8decd26894f560af57cfe5433f4bc303c6dc464f820e816ff,neutral,growth,,,Strong spending on machinery and equipment held up growth in business investment by more than expected.
gpt-5-mini,codebook,73f912bb444c2ebce82706f9c6f664a3fdc8174d997ed93856b01e8b95a70657,neutral,guidance,,,The manager pro tem turned next to a discussion of policy implementation.
gpt-5-mini,codebook,73ff721415cf9f9b9e7b946a1d316e1e113963a5e3699cbbf48331431e51740e,hawkish,inflation,,,Participants continued to be resolute in their commitment to bring inflation down to the Committee's 2 percent objective.
gpt-5-mini,codebook,741605983ae480203c2b5d3ccebb8791b7104e2e49b9ee7a3e228482f9addcfe,neutral,growth,366,338,"However, the Bank has not yet incorporated the positive impact of fiscal measures expected in the next federal budget."
gpt-5-mini,codebook,741e701f06541e3fd524ce09999e37e1de750861557e27af61e82edea3182151,neutral,guidance,,,"Over the intermeeting period, most foreign central banks kept their policies on hold, emphasizing the uncertainty around the Middle East conflict."
gpt-5-mini,codebook,741f9513e6b911afedbfa3434a0ebcccbb83dd7dbf5229ccb876a7af47f64657,neutral,growth,,,"After rising in June, real goods imports fell back in July, held down by a sizable decline in consumer goods imports, but the levels of consumer and total goods imports remained well above pre-COVID-19 levels."
gpt-5-mini,codebook,74328f87e1f9feca217fd49f6a96ca19735868b0d52c65b9db0b0e02b1128797,neutral,inflation,,,"Participants discussed the advantages and disadvantages of flexible average inflation targeting, under which monetary policy seeks to make up for persistently below-objective inflation to achieve average inflation of 2 percent, and flexible inflation targeting, under which policy seeks to return inflation to 2 percent without making up for previous deviations from target."
gpt-5-mini,codebook,743f0353a77de6e8187da5bb3c1f176782b9c9090c0e9b16e9d197698833fc99,neutral,inflation,,,"In the last three months, CPI inflation has declined from 8.1% to 6.9%, primarily due to a fall in gasoline prices."
gpt-5-mini,codebook,743f56bd561747c19a1a60f92e57cd435dd93be9901e41ff179f380bc33f3c4b,neutral,guidance,365,147,"In addition, the Committee will maintain its existing policy of rolling over maturing Treasury securities at auction."
gpt-5-mini,codebook,7449bbfb5609305d197b8beab8368b2a0302e06144c1c17b85efb483f1a84f37,dovish,inflation,368,150,"The Bank’s three measures of core inflation, taken together, continue to point to material excess capacity in the economy."
gpt-5-mini,codebook,745a5f45f3bea28f69067d994c9cb0b3ffa9005f36389419516fda3f2c3d4346,dovish,employment,,,"Employment continues to grow more slowly than the population, and there are now some signs that wage pressures may be easing."
gpt-5-mini,codebook,7466feb616da922815b2ce960ad3180f5031c60525d2e31ce8d2251855334e76,neutral,growth,,,Participants viewed the moderation in the growth of economic activity to be largely in line with what they had anticipated.
gpt-5-mini,codebook,74690b53e1667a200a347e53ca335de05d82df48a9fcfb8e1dfd3d4399d94a51,neutral,growth,,,Participants generally anticipated that the pace of real GDP growth would remain solid in 2026.
gpt-5-mini,codebook,7471e4cbe75e1dd8ed69e4c8d588449fc3ca7cc0fe47370427f579a550cb4b18,neutral,growth,363,82,China’s economic output is back to pre-pandemic levels and its recovery continues to broaden.
gpt-5-mini,codebook,748df9f1725f2fe7973a1195d70ffb51e46787c42b44d2de350efba88e52d748,neutral,financial_stability,,,Financial conditions have tightened from accommodative levels.
gpt-5-mini,codebook,74a934d8e75316899d0e20e22240f4e8667d0d369a3cd337fba79b969f77c2e9,hawkish,inflation,,,A couple of participants judged that positive sentiment in financial markets and momentum in economic activity could continue to put upward pressure on inflation.
gpt-5-mini,codebook,74b2805ee490269e908eb7111f0f06d86dd07afbdedaab22b96652029a3e47bf,neutral,growth,381,210,"Consequently, the Committee continues to expect that, with gradual adjustments in the stance of monetary policy, economic activity will expand at a moderate pace and labor market conditions will remain strong."
gpt-5-mini,codebook,74d7febe9ff79ca7bef691f4b2772fada484cfd78b7a490806a84f6b3c55db93,dovish,guidance,379,150,The Federal Reserve will continue to purchase Treasury securities and agency mortgage-backed securities in the amounts needed to support smooth market functioning and effective transmission of monetary policy to broader financial conditions.
gpt-5-mini,codebook,74f03833ec3472f8ba9d12eece42bb6453c067b1da363d3ae83141301c125ba6,dovish,growth,364,212,"Meanwhile, business investment does not appear to be recovering as was expected following positive trade policy developments."
gpt-5-mini,codebook,74f2cfbfbef91fd09b3e36da7866937904f2fae4b3af31f57e5aa0f837080d02,neutral,employment,,,"Job gains have remained strong, and the unemployment rate has remained low."
gpt-5-mini,codebook,74fb5a0a40b9c0968df9d401d49aeb92fa1e753ee32000db9823d128aba2de1c,dovish,inflation,393,213,"Narayana Kocherlakota, who believed that the Committee's decision, in the context of ongoing low inflation and falling market-based measures of longer-term inflation expectations, created undue downside risk to the credibility of the 2 percent inflation target"
gpt-5-mini,codebook,750aff540e5037e5007653a44ce0027d23615b126872de1810efbbdbad98aea4,neutral,financial_stability,,,"Broad stock price indexes increased substantially, on net, amid a positive investor outlook on corporate profits and economic activity."
gpt-5-mini,codebook,750e0fa8cc0549e422add296e294600d05c9e8a66e72a0183f543fa8a63395a2,neutral,employment,381,146,"July 27, 2016 Information received since the Federal Open Market Committee met in June indicates that the labor market strengthened and that economic activity has been expanding at a moderate rate."
gpt-5-mini,codebook,7530e75db563477064a6826475504e34c4dfd7daa418e1af83c0a3441d481231,hawkish,guidance,392,148,"Voting against the action were: Esther L. George and Loretta J. Mester, each of whom preferred at this meeting to raise the target range for the federal funds rate to 1/2 to 3/4 percent."
gpt-5-mini,codebook,75339d54b3749a6d7912d30c7427aaeb0e5ee6ace4c0c361612dc2fcb7a4fbff,hawkish,inflation,,,"However, with underlying inflation persisting, central banks continue to be vigilant."
gpt-5-mini,codebook,754e69d4da332d0f659b2e4143156014dfd322c1bc580c4fc24a914a05a03c3f,neutral,inflation,396,147,"The temporary effects of exchange-rate pass-through and past declines in consumer energy prices are expected to dissipate in late 2016, and the Bank projects that inflation will average close to 2 per cent throughout 2017 as the output gap narrows."
gpt-5-mini,codebook,755708584a934e9de438287664df3fbc4909a547f8859ed9468e30235af6d0c2,dovish,growth,363,84,"Ongoing trade conflicts and uncertainty are restraining business investment, trade, and global growth."
gpt-5-mini,codebook,75744b2f48365bc6248ae93f95a63d6963403376e964cd2f8afa678b7bf02d81,neutral,inflation,358,150,Total CPI inflation is starting to reflect the fall in oil prices.
gpt-5-mini,codebook,7575ae0f70ab0e6153ec5d3b53b295893fb80aa9308fbe3cecb8636b7457248c,neutral,guidance,362,595,"In the Bank’s January projection, this does not happen until into 2023."
gpt-5-mini,codebook,75763ccfd44d0d31d5ecc627294f88a0733738786fa05867e7a55841d7aa3747,dovish,guidance,,,"December 15, 2021 The Federal Reserve is committed to using its full range of tools to support the U.S. economy in this challenging time, thereby promoting its maximum employment and price stability goals."
gpt-5-mini,codebook,7579197437c83df4e69d481802bdb7787cc784894c190bdb800b9996eb8c94c2,dovish,growth,372,1301,The federal government’s new measures to promote stability in Canada’s housing market are likely to restrain residential investment while dampening household vulnerabilities.
gpt-5-mini,codebook,7585dd8a83f44b8604568110e765157527059bcb54a5c45a6f32630048c8fdc8,neutral,inflation,367,147,"Total CPI inflation is tracking slightly below expectations because of temporary weakness in prices for gasoline, food, and telecommunications."
gpt-5-mini,codebook,759e7953336e7daadbdbf7eae2015212e53db651a829d913222b8c589f80ee37,hawkish,inflation,371,84,"Inflation has been slightly higher than anticipated and will continue to be boosted in the short term by temporary factors, particularly gasoline prices."
gpt-5-mini,codebook,75b48366f37b5f8d0e48136b22e060e1a523753d37e1608977f3a34f900688ce,neutral,financial_stability,,,"Nevertheless, generally solid funding flows suggest that most firms and households had remained broadly able to access funding."
gpt-5-mini,codebook,75c616f6a8f8d92fd558677e7b5456343e469bf46fa5ef91ce26288a32bb47ba,hawkish,guidance,,,"In support of these goals, the Committee decided to raise the target range for the federal funds rate to 4-1/2 to 4-3/4 percent."
gpt-5-mini,codebook,760d0734fe674f29ac4c0ea5ad69017774ea798f03ae06f64e84ff0b9c4ceeeb,neutral,guidance,439,214,"In connection with these plans, the Federal Open Market Committee voted unanimously to authorize and direct the Federal Reserve Bank of New York, until instructed otherwise, to execute transactions in the System Open Market Account in accordance with the following domestic policy directive: ""Effective October 15, 2019, the Federal Open Market Committee directs the Desk to undertake open market operations as necessary to maintain the federal funds rate in a target range of 1-3/4 to 2 percent."
gpt-5-mini,codebook,7615ef2271540abae96725834428918ac9e1be02b5297f11684f0f22a24df551,neutral,financial_stability,,,"Banks in the January SLOOS reported stronger loan demand by small firms over the fourth quarter, though loan demand remained weak overall."
gpt-5-mini,codebook,762c608cb61a4366642504b73911033fed417318495f11c894196c1bdeb2c851,neutral,growth,,,"In the United States, growth was stronger than expected, led by robust consumer spending."
gpt-5-mini,codebook,762d6715cffc9e52e0f17e193fe46a2630ffeaded71b2ee201567bece5791e0a,dovish,inflation,,,"A few participants commented that there were also some downside risks for inflation, as the factors that had held inflation down over the previous long expansion were likely still in place."
gpt-5-mini,codebook,7634c8e601d39d41e1617aed133f112954a9c5e69f4bc26e0ef9d416220dd561,neutral,inflation,,,"After easing to 2.8% in June, CPI inflation moved up to 3.3% in July, averaging close to 3% in line with the Bank’s projection."
gpt-5-mini,codebook,7646378d9fac6c6a4522e1578f42492d3d656c9dd7f4f72b882961e6b0d53058,neutral,growth,358,82,"Canada’s economy has been robust, fuelled by household spending."
gpt-5-mini,codebook,765aa8d65af701d644f875f984bb7c26b9dfc273dd1d2fcd8812dfc55c3e6a33,dovish,inflation,,,"CPI inflation slowed to 2.8% in February, with easing in price pressures becoming more broad-based across goods and services."
gpt-5-mini,codebook,767d2f23d522e0dc352a3fdd77d4276434b4ebec3416ace4ac737e0a75dfaa44,neutral,inflation,,,The Committee will deliver price stability.
gpt-5-mini,codebook,7688f361881b0dd60944029578d6889a4fb05894d61d1fbdfa7111d6b3f5aa28,hawkish,guidance,399,405,"and Charles I. Plosser, who believed that the statement should not stress the importance of the passage of time as a key element of its forward guidance and, given the improvement in economic conditions, should not emphasize the consistency of the current forward guidance with previous statements."
gpt-5-mini,codebook,7698400304472ba5a3bafbe1f495e21c6a36e08872a92027e5f0e8197fa181ed,neutral,financial_stability,354,148,"As a result, financial conditions have improved."
gpt-5-mini,codebook,769a0347e31223cb24216427de8bf704dec1cb76a6d4cc68af944ba3e9ad5440,hawkish,growth,362,275,Household spending is being dampened by higher interest rates and tighter mortgage lending guidelines.
gpt-5-mini,codebook,769e346e3fd83151867f94a4c94d5f52ec051e0d259b919ae375efccb30fec2e,hawkish,guidance,,,"The Committee judges that similar reductions in the pace of net asset purchases will likely be appropriate each month, but it is prepared to adjust the pace of purchases if warranted by changes in the economic outlook."
